log_snippet,failure_type,build_duration_sec,failed_stage,retry_count,agent
"Step 3/8 : FROM openjdk:17-jdk-slim
ERROR: failed to pull image openjdk:17-jdk-slim
network timeout
Finished: FAILURE",docker_build_failure,425,Package,0,master
"FAILED: JaCoCo Coverage Check
Line coverage: 62% (minimum required: 80%)
Branch coverage: 55% (minimum required: 70%)
BUILD FAILURE
Finished: FAILURE",jacoco_coverage_failure,179,Test,3,master
"QUALITY GATE FAILED
Security Hotspots: 4 unreviewed
Duplications on New Code: 15.5%
Maintainability Rating: D
BUILD FAILURE",code_quality_gate,94,Deploy,2,agent-2
"SonarScanner failed to execute
ERROR: Error during SonarQube Scanner execution
Failed to upload report: HTTP 500 Internal Server Error
Finished: FAILURE",sonarqube_error,286,Checkout,1,master
"Tests run: 15, Failures: 3, Errors: 0, Skipped: 0
FAILED: testUserLogin(com.app.UserTest)
java.lang.AssertionError: expected:<200> but was:<401>
BUILD FAILURE",test_failure,613,Analysis,1,agent-1
"Tests run: 15, Failures: 3, Errors: 0, Skipped: 0
FAILED: testUserLogin(com.app.UserTest)
java.lang.AssertionError: expected:<200> but was:<401>
BUILD FAILURE",test_failure,664,Analysis,2,agent-1
"ERROR: Remote deployment script failed
scp: /opt/app/deploy.sh: Permission denied
Exit code 1
BUILD FAILURE",deployment_error,529,Test,1,master
"ERROR: BUILD FAILURE
[ERROR] COMPILATION ERROR
[ERROR] /src/main/java/com/app/Service.java:[34,10] incompatible types: String cannot be converted to int
[INFO] BUILD FAILURE
[ERROR] Failed to execute goal compile",compilation_failure,311,Checkout,1,agent-1
"Docker build error
Cannot connect to the Docker daemon at unix:///var/run/docker.sock
Is the docker daemon running?
BUILD FAILURE",docker_build_failure,53,Checkout,2,agent-3
"ERROR: BUILD FAILURE
[ERROR] COMPILATION ERROR
[ERROR] /src/main/java/com/app/Main.java:[12,5] ';' expected
[ERROR] cannot find symbol: method getValue()
Build step 'Invoke top-level Maven targets' marked build as failure",compilation_failure,404,Checkout,2,agent-3
"ERROR: javac returned exit code 1
[ERROR] Source option 8 is no longer supported. Use 11 or later.
[ERROR] Target option 8 is no longer supported.
Build step marked build as failure",compilation_failure,211,Deploy,0,agent-1
"ERROR: Quality gate check failed
Condition 'Reliability Rating' failed: actual value D is worse than E
Condition 'Security Rating' failed
Finished: FAILURE",code_quality_gate,558,Test,3,agent-3
"Tests run: 15, Failures: 3, Errors: 0, Skipped: 0
FAILED: testUserLogin(com.app.UserTest)
java.lang.AssertionError: expected:<200> but was:<401>
BUILD FAILURE",test_failure,547,Package,1,agent-3
"ERROR: JaCoCo minimum coverage not met
Current line coverage: 71.2%, required: 85%
Current branch coverage: 60.0%, required: 75%
BUILD FAILURE",jacoco_coverage_failure,504,Checkout,0,master
"maven-jacoco-plugin: Coverage check failed
Overall Instructions: 61% (threshold: 80%)
Overall Lines: 63% (threshold: 80%)
[INFO] BUILD FAILURE",jacoco_coverage_failure,650,Checkout,0,agent-2
"FAILED: JaCoCo Coverage Check
Line coverage: 62% (minimum required: 80%)
Branch coverage: 55% (minimum required: 70%)
BUILD FAILURE
Finished: FAILURE",jacoco_coverage_failure,494,Deploy,2,master
"JaCoCo Coverage Gate Failed
Class coverage: 55% < 70% minimum
Complexity coverage: 48% < 65% minimum
Finished: FAILURE",jacoco_coverage_failure,371,Analysis,2,agent-3
"ERROR: SonarQube analysis failed
Project key not found: com.example:my-app
Please check sonar.projectKey configuration
Finished: FAILURE",sonarqube_error,368,Package,2,master
"error building image: error building at STEP
RUN npm install: exit status 1
npm ERR! code ENOENT
npm ERR! syscall open
Finished: FAILURE",docker_build_failure,629,Test,2,agent-1
"ERROR: Deployment to EC2 failed
SSH connection refused: ec2-54-xx-xx-xx.compute.amazonaws.com port 22
Check security group inbound rules.
Finished: FAILURE",deployment_error,308,Analysis,1,master
"ERROR: BUILD FAILURE
[ERROR] COMPILATION ERROR
[ERROR] /src/main/java/com/app/Main.java:[12,5] ';' expected
[ERROR] cannot find symbol: method getValue()
Build step 'Invoke top-level Maven targets' marked build as failure",compilation_failure,77,Analysis,2,agent-1
"ERROR: Remote deployment script failed
scp: /opt/app/deploy.sh: Permission denied
Exit code 1
BUILD FAILURE",deployment_error,59,Deploy,3,agent-3
"error building image: error building at STEP
RUN npm install: exit status 1
npm ERR! code ENOENT
npm ERR! syscall open
Finished: FAILURE",docker_build_failure,374,Deploy,1,agent-2
"COMPILATION ERROR
[ERROR] /src/UserController.java:[55] class, interface, or enum expected
[ERROR] 3 errors
[INFO] BUILD FAILURE
Finished: FAILURE",compilation_failure,405,Package,3,agent-3
"ERROR: Remote deployment script failed
scp: /opt/app/deploy.sh: Permission denied
Exit code 1
BUILD FAILURE",deployment_error,505,Deploy,1,agent-2
"FAILED: JaCoCo Coverage Check
Line coverage: 62% (minimum required: 80%)
Branch coverage: 55% (minimum required: 70%)
BUILD FAILURE
Finished: FAILURE",jacoco_coverage_failure,586,Analysis,1,master
"Step 3/8 : FROM openjdk:17-jdk-slim
ERROR: failed to pull image openjdk:17-jdk-slim
network timeout
Finished: FAILURE",docker_build_failure,587,Deploy,2,agent-1
"ERROR: Docker build failed
Step 5/10 : RUN mvn clean install
The command '/bin/sh -c mvn clean install' returned a non-zero code: 1
Finished: FAILURE",docker_build_failure,537,Deploy,0,agent-2
"ERROR: SonarQube analysis failed
Project key not found: com.example:my-app
Please check sonar.projectKey configuration
Finished: FAILURE",sonarqube_error,124,Build,3,agent-3
"Docker build error
Cannot connect to the Docker daemon at unix:///var/run/docker.sock
Is the docker daemon running?
BUILD FAILURE",docker_build_failure,490,Package,3,agent-3
"WARN: SonarQube analysis failed
ERROR: Not authorized. Provide a user token or verify credentials.
HTTP 401 Unauthorized
BUILD FAILURE",sonarqube_error,703,Deploy,2,master
"FAILED: JaCoCo Coverage Check
Line coverage: 62% (minimum required: 80%)
Branch coverage: 55% (minimum required: 70%)
BUILD FAILURE
Finished: FAILURE",jacoco_coverage_failure,433,Analysis,3,agent-3
"BUILD FAILURE
There are test failures.
Failed tests:
  testPayment(PaymentTest): expected true but was false
  testOrder(OrderTest): NullPointerException
Finished: FAILURE",test_failure,480,Test,3,master
"Tomcat deployment failed
HTTP 403 Forbidden from Tomcat Manager
Check credentials in Maven settings.xml
Finished: FAILURE",deployment_error,687,Package,1,agent-3
"ERROR: javac returned exit code 1
[ERROR] Source option 8 is no longer supported. Use 11 or later.
[ERROR] Target option 8 is no longer supported.
Build step marked build as failure",compilation_failure,423,Test,1,agent-2
"Tests run: 20, Failures: 1, Errors: 2
FAILED: testCalculateTotal(PaymentTest)
java.lang.AssertionError: expected:<100> but was:<90>
[INFO] BUILD FAILURE",test_failure,57,Test,2,agent-1
"WARN: SonarQube analysis failed
ERROR: Not authorized. Provide a user token or verify credentials.
HTTP 401 Unauthorized
BUILD FAILURE",sonarqube_error,705,Package,3,agent-3
"SonarQube Scanner error
ERROR: java.io.IOException: Failed to parse response from SonarQube
HTTP 503 Service Unavailable
BUILD FAILURE",sonarqube_error,317,Deploy,2,agent-1
"Tests run: 20, Failures: 1, Errors: 2
FAILED: testCalculateTotal(PaymentTest)
java.lang.AssertionError: expected:<100> but was:<90>
[INFO] BUILD FAILURE",test_failure,700,Deploy,2,agent-2
"JaCoCo Coverage Gate Failed
Class coverage: 55% < 70% minimum
Complexity coverage: 48% < 65% minimum
Finished: FAILURE",jacoco_coverage_failure,67,Build,2,agent-2
"Tests run: 15, Failures: 3, Errors: 0, Skipped: 0
FAILED: testUserLogin(com.app.UserTest)
java.lang.AssertionError: expected:<200> but was:<401>
BUILD FAILURE",test_failure,282,Build,2,agent-1
"COMPILATION ERROR
[ERROR] /src/UserController.java:[55] class, interface, or enum expected
[ERROR] 3 errors
[INFO] BUILD FAILURE
Finished: FAILURE",compilation_failure,209,Checkout,0,master
"DEPLOY FAILED
aws: error: Unable to locate credentials
Configure AWS CLI credentials or attach IAM role to instance.
BUILD FAILURE",deployment_error,60,Test,2,agent-2
"Tests run: 20, Failures: 1, Errors: 2
FAILED: testCalculateTotal(PaymentTest)
java.lang.AssertionError: expected:<100> but was:<90>
[INFO] BUILD FAILURE",test_failure,125,Analysis,0,master
"error building image: error building at STEP
RUN npm install: exit status 1
npm ERR! code ENOENT
npm ERR! syscall open
Finished: FAILURE",docker_build_failure,169,Analysis,0,master
"ERROR: SonarQube analysis failed
Project key not found: com.example:my-app
Please check sonar.projectKey configuration
Finished: FAILURE",sonarqube_error,296,Checkout,0,master
"COMPILATION ERROR
[ERROR] /src/UserController.java:[55] class, interface, or enum expected
[ERROR] 3 errors
[INFO] BUILD FAILURE
Finished: FAILURE",compilation_failure,85,Package,1,agent-2
"ERROR: javac returned exit code 1
[ERROR] Source option 8 is no longer supported. Use 11 or later.
[ERROR] Target option 8 is no longer supported.
Build step marked build as failure",compilation_failure,665,Build,1,agent-2
"ERROR: QUALITY GATE FAILURE
Condition: Coverage on New Code < 80%
Condition: Bugs > 0
Project failed the quality gate.
BUILD FAILURE",code_quality_gate,621,Deploy,1,agent-1
"QUALITY GATE FAILED
Security Hotspots: 4 unreviewed
Duplications on New Code: 15.5%
Maintainability Rating: D
BUILD FAILURE",code_quality_gate,78,Build,3,master
"SonarQube Scanner error
ERROR: java.io.IOException: Failed to parse response from SonarQube
HTTP 503 Service Unavailable
BUILD FAILURE",sonarqube_error,227,Package,1,agent-2
"ERROR [build 6/9] COPY target/*.jar app.jar
failed to solve: failed to read dockerfile
open Dockerfile: no such file or directory
BUILD FAILURE",docker_build_failure,294,Deploy,2,agent-3
"ERROR: BUILD FAILURE
[ERROR] COMPILATION ERROR
[ERROR] /src/main/java/com/app/Main.java:[12,5] ';' expected
[ERROR] cannot find symbol: method getValue()
Build step 'Invoke top-level Maven targets' marked build as failure",compilation_failure,468,Package,0,agent-1
"ERROR: Deployment to EC2 failed
SSH connection refused: ec2-54-xx-xx-xx.compute.amazonaws.com port 22
Check security group inbound rules.
Finished: FAILURE",deployment_error,526,Package,0,agent-2
"error building image: error building at STEP
RUN npm install: exit status 1
npm ERR! code ENOENT
npm ERR! syscall open
Finished: FAILURE",docker_build_failure,602,Build,3,agent-1
"WARN: SonarQube analysis failed
ERROR: Not authorized. Provide a user token or verify credentials.
HTTP 401 Unauthorized
BUILD FAILURE",sonarqube_error,166,Package,0,agent-3
"JaCoCo Coverage Gate Failed
Class coverage: 55% < 70% minimum
Complexity coverage: 48% < 65% minimum
Finished: FAILURE",jacoco_coverage_failure,286,Test,3,agent-1
"WARN: SonarQube analysis failed
ERROR: Not authorized. Provide a user token or verify credentials.
HTTP 401 Unauthorized
BUILD FAILURE",sonarqube_error,482,Test,1,master
"Kubernetes deployment failed
Error from server: deployments.apps not found
kubectl: error: context deadline exceeded
Finished: FAILURE",deployment_error,306,Deploy,3,agent-2
"error building image: error building at STEP
RUN npm install: exit status 1
npm ERR! code ENOENT
npm ERR! syscall open
Finished: FAILURE",docker_build_failure,21,Build,1,master
"QUALITY GATE FAILED
Security Hotspots: 4 unreviewed
Duplications on New Code: 15.5%
Maintainability Rating: D
BUILD FAILURE",code_quality_gate,123,Analysis,2,master
"JaCoCo: Coverage below minimum threshold
Instruction coverage: 58.3% (required: 75%)
Method coverage: 67.1% (required: 80%)
[ERROR] BUILD FAILURE",jacoco_coverage_failure,614,Analysis,3,agent-1
"ERROR: SonarQube server connection refused
Could not connect to SonarQube at http://sonarqube:9000
Connection timeout after 30000ms
BUILD FAILURE",sonarqube_error,691,Checkout,1,agent-1
"QUALITY GATE FAILED
Security Hotspots: 4 unreviewed
Duplications on New Code: 15.5%
Maintainability Rating: D
BUILD FAILURE",code_quality_gate,359,Deploy,3,agent-2
"ERROR: SonarQube analysis failed
Project key not found: com.example:my-app
Please check sonar.projectKey configuration
Finished: FAILURE",sonarqube_error,585,Test,0,master
"DEPLOY FAILED
aws: error: Unable to locate credentials
Configure AWS CLI credentials or attach IAM role to instance.
BUILD FAILURE",deployment_error,444,Deploy,3,agent-1
"Kubernetes deployment failed
Error from server: deployments.apps not found
kubectl: error: context deadline exceeded
Finished: FAILURE",deployment_error,385,Checkout,2,agent-3
"COMPILATION ERROR
[ERROR] /src/UserController.java:[55] class, interface, or enum expected
[ERROR] 3 errors
[INFO] BUILD FAILURE
Finished: FAILURE",compilation_failure,577,Build,2,master
"COMPILATION ERROR
[ERROR] /src/UserController.java:[55] class, interface, or enum expected
[ERROR] 3 errors
[INFO] BUILD FAILURE
Finished: FAILURE",compilation_failure,420,Deploy,3,agent-2
"ERROR: QUALITY GATE FAILURE
Condition: Coverage on New Code < 80%
Condition: Bugs > 0
Project failed the quality gate.
BUILD FAILURE",code_quality_gate,563,Deploy,1,agent-2
"WARN: SonarQube analysis failed
ERROR: Not authorized. Provide a user token or verify credentials.
HTTP 401 Unauthorized
BUILD FAILURE",sonarqube_error,708,Package,1,agent-1
"QUALITY GATE FAILED
Security Hotspots: 4 unreviewed
Duplications on New Code: 15.5%
Maintainability Rating: D
BUILD FAILURE",code_quality_gate,475,Test,1,agent-3
"Tomcat deployment failed
HTTP 403 Forbidden from Tomcat Manager
Check credentials in Maven settings.xml
Finished: FAILURE",deployment_error,101,Package,1,agent-1
"ERROR: Quality gate check failed
Condition 'Reliability Rating' failed: actual value D is worse than E
Condition 'Security Rating' failed
Finished: FAILURE",code_quality_gate,511,Deploy,1,agent-3
"error building image: error building at STEP
RUN npm install: exit status 1
npm ERR! code ENOENT
npm ERR! syscall open
Finished: FAILURE",docker_build_failure,350,Checkout,0,master
"SonarQube Quality Gate FAILED
New Bugs: 3
New Vulnerabilities: 1
New Code Smells: 12
Technical Debt: 3h 20min
Build step marked build as failure",code_quality_gate,244,Deploy,0,agent-1
"ERROR: JaCoCo minimum coverage not met
Current line coverage: 71.2%, required: 85%
Current branch coverage: 60.0%, required: 75%
BUILD FAILURE",jacoco_coverage_failure,579,Checkout,3,agent-1
"FAILED: JaCoCo Coverage Check
Line coverage: 62% (minimum required: 80%)
Branch coverage: 55% (minimum required: 70%)
BUILD FAILURE
Finished: FAILURE",jacoco_coverage_failure,660,Package,1,agent-2
"ERROR: Quality gate check failed
Condition 'Reliability Rating' failed: actual value D is worse than E
Condition 'Security Rating' failed
Finished: FAILURE",code_quality_gate,270,Checkout,3,agent-2
"Tests run: 20, Failures: 1, Errors: 2
FAILED: testCalculateTotal(PaymentTest)
java.lang.AssertionError: expected:<100> but was:<90>
[INFO] BUILD FAILURE",test_failure,243,Checkout,1,master
"Step 3/8 : FROM openjdk:17-jdk-slim
ERROR: failed to pull image openjdk:17-jdk-slim
network timeout
Finished: FAILURE",docker_build_failure,682,Build,2,master
"ERROR: BUILD FAILURE
[ERROR] COMPILATION ERROR
[ERROR] /src/main/java/com/app/Service.java:[34,10] incompatible types: String cannot be converted to int
[INFO] BUILD FAILURE
[ERROR] Failed to execute goal compile",compilation_failure,657,Build,3,agent-1
"WARN: SonarQube analysis failed
ERROR: Not authorized. Provide a user token or verify credentials.
HTTP 401 Unauthorized
BUILD FAILURE",sonarqube_error,125,Deploy,1,master
"ERROR: Deployment to EC2 failed
SSH connection refused: ec2-54-xx-xx-xx.compute.amazonaws.com port 22
Check security group inbound rules.
Finished: FAILURE",deployment_error,680,Test,1,agent-2
"DEPLOY FAILED
aws: error: Unable to locate credentials
Configure AWS CLI credentials or attach IAM role to instance.
BUILD FAILURE",deployment_error,234,Test,3,agent-2
"SonarQube Scanner error
ERROR: java.io.IOException: Failed to parse response from SonarQube
HTTP 503 Service Unavailable
BUILD FAILURE",sonarqube_error,131,Deploy,0,master
"ERROR: SonarQube server connection refused
Could not connect to SonarQube at http://sonarqube:9000
Connection timeout after 30000ms
BUILD FAILURE",sonarqube_error,315,Test,2,master
"SonarQube Quality Gate FAILED
New Bugs: 3
New Vulnerabilities: 1
New Code Smells: 12
Technical Debt: 3h 20min
Build step marked build as failure",code_quality_gate,403,Test,1,master
"Tests run: 20, Failures: 1, Errors: 2
FAILED: testCalculateTotal(PaymentTest)
java.lang.AssertionError: expected:<100> but was:<90>
[INFO] BUILD FAILURE",test_failure,689,Checkout,2,agent-3
"Docker build error
Cannot connect to the Docker daemon at unix:///var/run/docker.sock
Is the docker daemon running?
BUILD FAILURE",docker_build_failure,294,Build,0,agent-3
"ERROR: Quality gate check failed
Condition 'Reliability Rating' failed: actual value D is worse than E
Condition 'Security Rating' failed
Finished: FAILURE",code_quality_gate,261,Deploy,3,master
"DEPLOY FAILED
aws: error: Unable to locate credentials
Configure AWS CLI credentials or attach IAM role to instance.
BUILD FAILURE",deployment_error,599,Analysis,1,agent-1
"BUILD FAILED
[ERROR] symbol not found
[ERROR] package com.example does not exist
[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.8.1:compile
Exit code: 1",compilation_failure,174,Build,2,agent-1
"QUALITY GATE STATUS: FAILED
Bugs: 5 (ERROR threshold: 0)
Vulnerabilities: 2 (ERROR threshold: 0)
Code Smells: 23
Finished: FAILURE",code_quality_gate,333,Checkout,0,agent-3
"Kubernetes deployment failed
Error from server: deployments.apps not found
kubectl: error: context deadline exceeded
Finished: FAILURE",deployment_error,422,Package,3,agent-3
"DEPLOY FAILED
aws: error: Unable to locate credentials
Configure AWS CLI credentials or attach IAM role to instance.
BUILD FAILURE",deployment_error,313,Analysis,0,agent-3
"ERROR: javac returned exit code 1
[ERROR] Source option 8 is no longer supported. Use 11 or later.
[ERROR] Target option 8 is no longer supported.
Build step marked build as failure",compilation_failure,477,Checkout,1,agent-2
"WARN: SonarQube analysis failed
ERROR: Not authorized. Provide a user token or verify credentials.
HTTP 401 Unauthorized
BUILD FAILURE",sonarqube_error,247,Deploy,0,master
"Tests run: 20, Failures: 1, Errors: 2
FAILED: testCalculateTotal(PaymentTest)
java.lang.AssertionError: expected:<100> but was:<90>
[INFO] BUILD FAILURE",test_failure,209,Test,1,agent-1
"Step 3/8 : FROM openjdk:17-jdk-slim
ERROR: failed to pull image openjdk:17-jdk-slim
network timeout
Finished: FAILURE",docker_build_failure,558,Test,3,master
"Step 3/8 : FROM openjdk:17-jdk-slim
ERROR: failed to pull image openjdk:17-jdk-slim
network timeout
Finished: FAILURE",docker_build_failure,171,Deploy,0,agent-2
"QUALITY GATE STATUS: FAILED
Bugs: 5 (ERROR threshold: 0)
Vulnerabilities: 2 (ERROR threshold: 0)
Code Smells: 23
Finished: FAILURE",code_quality_gate,294,Analysis,3,agent-1
"DEPLOY FAILED
aws: error: Unable to locate credentials
Configure AWS CLI credentials or attach IAM role to instance.
BUILD FAILURE",deployment_error,463,Analysis,1,agent-3
"BUILD FAILURE
There are test failures.
Failed tests:
  testPayment(PaymentTest): expected true but was false
  testOrder(OrderTest): NullPointerException
Finished: FAILURE",test_failure,427,Deploy,2,agent-2
"BUILD FAILURE
There are test failures.
Failed tests:
  testPayment(PaymentTest): expected true but was false
  testOrder(OrderTest): NullPointerException
Finished: FAILURE",test_failure,300,Checkout,2,agent-3
"JaCoCo Coverage Gate Failed
Class coverage: 55% < 70% minimum
Complexity coverage: 48% < 65% minimum
Finished: FAILURE",jacoco_coverage_failure,466,Test,1,agent-1
"QUALITY GATE STATUS: FAILED
Bugs: 5 (ERROR threshold: 0)
Vulnerabilities: 2 (ERROR threshold: 0)
Code Smells: 23
Finished: FAILURE",code_quality_gate,510,Test,2,agent-1
"ERROR: BUILD FAILURE
[ERROR] COMPILATION ERROR
[ERROR] /src/main/java/com/app/Service.java:[34,10] incompatible types: String cannot be converted to int
[INFO] BUILD FAILURE
[ERROR] Failed to execute goal compile",compilation_failure,567,Deploy,1,agent-3
"ERROR: JaCoCo minimum coverage not met
Current line coverage: 71.2%, required: 85%
Current branch coverage: 60.0%, required: 75%
BUILD FAILURE",jacoco_coverage_failure,693,Analysis,0,master
"FAILED: JaCoCo Coverage Check
Line coverage: 62% (minimum required: 80%)
Branch coverage: 55% (minimum required: 70%)
BUILD FAILURE
Finished: FAILURE",jacoco_coverage_failure,252,Test,2,master
"ERROR: BUILD FAILURE
[ERROR] COMPILATION ERROR
[ERROR] /src/main/java/com/app/Service.java:[34,10] incompatible types: String cannot be converted to int
[INFO] BUILD FAILURE
[ERROR] Failed to execute goal compile",compilation_failure,211,Build,3,agent-2
"Docker build error
Cannot connect to the Docker daemon at unix:///var/run/docker.sock
Is the docker daemon running?
BUILD FAILURE",docker_build_failure,661,Test,2,agent-1
"Tests run: 15, Failures: 3, Errors: 0, Skipped: 0
FAILED: testUserLogin(com.app.UserTest)
java.lang.AssertionError: expected:<200> but was:<401>
BUILD FAILURE",test_failure,322,Package,2,master
"ERROR: SonarQube analysis failed
Project key not found: com.example:my-app
Please check sonar.projectKey configuration
Finished: FAILURE",sonarqube_error,479,Test,3,agent-2
"ERROR: BUILD FAILURE
[ERROR] COMPILATION ERROR
[ERROR] /src/main/java/com/app/Main.java:[12,5] ';' expected
[ERROR] cannot find symbol: method getValue()
Build step 'Invoke top-level Maven targets' marked build as failure",compilation_failure,87,Deploy,0,agent-2
"FAILED testSaveUser -- AssertionError: Database record not found
Tests run: 8, Failures: 2
[ERROR] There are test failures.
[INFO] BUILD FAILURE",test_failure,579,Deploy,3,agent-1
"Tests run: 20, Failures: 1, Errors: 2
FAILED: testCalculateTotal(PaymentTest)
java.lang.AssertionError: expected:<100> but was:<90>
[INFO] BUILD FAILURE",test_failure,463,Package,2,agent-1
"QUALITY GATE FAILED
Security Hotspots: 4 unreviewed
Duplications on New Code: 15.5%
Maintainability Rating: D
BUILD FAILURE",code_quality_gate,698,Package,2,master
"ERROR: Docker build failed
Step 5/10 : RUN mvn clean install
The command '/bin/sh -c mvn clean install' returned a non-zero code: 1
Finished: FAILURE",docker_build_failure,144,Test,2,master
"QUALITY GATE STATUS: FAILED
Bugs: 5 (ERROR threshold: 0)
Vulnerabilities: 2 (ERROR threshold: 0)
Code Smells: 23
Finished: FAILURE",code_quality_gate,138,Deploy,1,agent-3
"ERROR: QUALITY GATE FAILURE
Condition: Coverage on New Code < 80%
Condition: Bugs > 0
Project failed the quality gate.
BUILD FAILURE",code_quality_gate,439,Analysis,2,master
"DEPLOY FAILED
aws: error: Unable to locate credentials
Configure AWS CLI credentials or attach IAM role to instance.
BUILD FAILURE",deployment_error,634,Build,2,agent-1
"QUALITY GATE STATUS: FAILED
Bugs: 5 (ERROR threshold: 0)
Vulnerabilities: 2 (ERROR threshold: 0)
Code Smells: 23
Finished: FAILURE",code_quality_gate,460,Build,2,master
"QUALITY GATE FAILED
Security Hotspots: 4 unreviewed
Duplications on New Code: 15.5%
Maintainability Rating: D
BUILD FAILURE",code_quality_gate,461,Deploy,2,agent-3
"Tests run: 15, Failures: 3, Errors: 0, Skipped: 0
FAILED: testUserLogin(com.app.UserTest)
java.lang.AssertionError: expected:<200> but was:<401>
BUILD FAILURE",test_failure,565,Build,2,agent-2
"JaCoCo: Coverage below minimum threshold
Instruction coverage: 58.3% (required: 75%)
Method coverage: 67.1% (required: 80%)
[ERROR] BUILD FAILURE",jacoco_coverage_failure,434,Deploy,1,agent-1
"ERROR: Deployment to EC2 failed
SSH connection refused: ec2-54-xx-xx-xx.compute.amazonaws.com port 22
Check security group inbound rules.
Finished: FAILURE",deployment_error,483,Checkout,2,agent-2
"Docker build error
Cannot connect to the Docker daemon at unix:///var/run/docker.sock
Is the docker daemon running?
BUILD FAILURE",docker_build_failure,440,Deploy,0,agent-3
"ERROR: Deployment to EC2 failed
SSH connection refused: ec2-54-xx-xx-xx.compute.amazonaws.com port 22
Check security group inbound rules.
Finished: FAILURE",deployment_error,686,Test,2,agent-1
"BUILD FAILED
[ERROR] symbol not found
[ERROR] package com.example does not exist
[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.8.1:compile
Exit code: 1",compilation_failure,378,Build,2,agent-1
"BUILD FAILURE
There are test failures.
Failed tests:
  testPayment(PaymentTest): expected true but was false
  testOrder(OrderTest): NullPointerException
Finished: FAILURE",test_failure,420,Build,2,master
"ERROR: Quality gate check failed
Condition 'Reliability Rating' failed: actual value D is worse than E
Condition 'Security Rating' failed
Finished: FAILURE",code_quality_gate,708,Analysis,3,agent-2
"QUALITY GATE FAILED
Security Hotspots: 4 unreviewed
Duplications on New Code: 15.5%
Maintainability Rating: D
BUILD FAILURE",code_quality_gate,32,Checkout,2,agent-2
"JaCoCo: Coverage below minimum threshold
Instruction coverage: 58.3% (required: 75%)
Method coverage: 67.1% (required: 80%)
[ERROR] BUILD FAILURE",jacoco_coverage_failure,285,Deploy,0,agent-2
"ERROR: SonarQube server connection refused
Could not connect to SonarQube at http://sonarqube:9000
Connection timeout after 30000ms
BUILD FAILURE",sonarqube_error,663,Deploy,0,master
"Tomcat deployment failed
HTTP 403 Forbidden from Tomcat Manager
Check credentials in Maven settings.xml
Finished: FAILURE",deployment_error,304,Analysis,3,agent-3
"Step 3/8 : FROM openjdk:17-jdk-slim
ERROR: failed to pull image openjdk:17-jdk-slim
network timeout
Finished: FAILURE",docker_build_failure,625,Checkout,0,agent-2
"Tests run: 15, Failures: 3, Errors: 0, Skipped: 0
FAILED: testUserLogin(com.app.UserTest)
java.lang.AssertionError: expected:<200> but was:<401>
BUILD FAILURE",test_failure,92,Deploy,1,agent-1
"BUILD FAILED
[ERROR] symbol not found
[ERROR] package com.example does not exist
[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.8.1:compile
Exit code: 1",compilation_failure,700,Analysis,1,agent-2
"Tomcat deployment failed
HTTP 403 Forbidden from Tomcat Manager
Check credentials in Maven settings.xml
Finished: FAILURE",deployment_error,100,Build,2,master
"ERROR: JaCoCo minimum coverage not met
Current line coverage: 71.2%, required: 85%
Current branch coverage: 60.0%, required: 75%
BUILD FAILURE",jacoco_coverage_failure,320,Package,3,agent-2
"ERROR: JaCoCo minimum coverage not met
Current line coverage: 71.2%, required: 85%
Current branch coverage: 60.0%, required: 75%
BUILD FAILURE",jacoco_coverage_failure,439,Test,2,agent-1
"ERROR: SonarQube analysis failed
Project key not found: com.example:my-app
Please check sonar.projectKey configuration
Finished: FAILURE",sonarqube_error,133,Checkout,1,agent-2
"Tests run: 20, Failures: 1, Errors: 2
FAILED: testCalculateTotal(PaymentTest)
java.lang.AssertionError: expected:<100> but was:<90>
[INFO] BUILD FAILURE",test_failure,219,Analysis,2,agent-3
"ERROR: BUILD FAILURE
[ERROR] COMPILATION ERROR
[ERROR] /src/main/java/com/app/Main.java:[12,5] ';' expected
[ERROR] cannot find symbol: method getValue()
Build step 'Invoke top-level Maven targets' marked build as failure",compilation_failure,249,Checkout,2,master
"ERROR: Docker build failed
Step 5/10 : RUN mvn clean install
The command '/bin/sh -c mvn clean install' returned a non-zero code: 1
Finished: FAILURE",docker_build_failure,164,Test,1,agent-2
"FAILED: JaCoCo Coverage Check
Line coverage: 62% (minimum required: 80%)
Branch coverage: 55% (minimum required: 70%)
BUILD FAILURE
Finished: FAILURE",jacoco_coverage_failure,144,Package,2,agent-1
"JaCoCo: Coverage below minimum threshold
Instruction coverage: 58.3% (required: 75%)
Method coverage: 67.1% (required: 80%)
[ERROR] BUILD FAILURE",jacoco_coverage_failure,131,Analysis,0,agent-2
"JaCoCo Coverage Gate Failed
Class coverage: 55% < 70% minimum
Complexity coverage: 48% < 65% minimum
Finished: FAILURE",jacoco_coverage_failure,498,Build,3,agent-2
"SonarQube Quality Gate FAILED
New Bugs: 3
New Vulnerabilities: 1
New Code Smells: 12
Technical Debt: 3h 20min
Build step marked build as failure",code_quality_gate,360,Analysis,2,master
"COMPILATION ERROR
[ERROR] /src/UserController.java:[55] class, interface, or enum expected
[ERROR] 3 errors
[INFO] BUILD FAILURE
Finished: FAILURE",compilation_failure,702,Deploy,2,master
